,damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
2599,0.02,12,02,11:30:00,2021,담뱃불실화,산115-2,냉정,포천,관인,경기,12,금요일,02,10:29:00,2021
2600,0.1,11,02,15:04:00,2021,농산부산물소각,산15-7,신당,경주,천북,경북,11,목요일,02,13:33:00,2021
2601,0.01,10,02,15:30:00,2021,입산자실화,산80,좌운,홍천,동,강원,10,수요일,02,14:12:00,2021
2602,3,11,02,11:00:00,2021,기타,산129-29,마,광양,전남,10,수요일,02,12:42:00,2021,
2603,0.26,10,02,12:50:00,2021,쓰레기소각,산38-2,삼지,영양,영양,경북,10,수요일,02,10:50:00,2021
2604,0.01,10,02,11:45:00,2021,쓰레기소각,산217,우계,하동,적량,경남,10,수요일,02,10:37:00,2021
2605,0.05,09,02,17:22:00,2021,입산자실화,산2-1,화개,영덕,영덕,경북,09,화요일,02,16:10:00,2021
2606,0.05,09,02,17:20:00,2021,농산부산물소각,산98,우복,하동,양보,경남,09,화요일,02,15:32:00,2021
2607,0.03,09,02,16:05:00,2021,기타,산61-2,운곡,의성,금성,경북,09,화요일,02,14:24:00,2021
2608,1,09,02,23:00:00,2021,기타,산71외9필,서하,삼척,신기,강원,09,화요일,02,13:19:00,2021
2609,0.01,09,02,13:30:00,2021,입산자실화,132-1,대덕,영광,군남,전남,09,화요일,02,12:32:00,2021
2610,0.17,08,02,16:00:00,2021,농산부산물소각,산39,인산,강화,양도,인천,08,월요일,02,14:45:00,2021
2611,0.1,08,02,14:40:00,2021,건축물화재비화,산125-21,정상,안동,경북,08,월요일,02,13:00:00,2021,
2612,0.08,08,02,13:38:00,2021,기타,83-1,거일,울진,평해,경북,08,월요일,02,11:59:00,2021
2613,0.01,08,02,12:30:00,2021,담뱃불실화,산46-3,부봉,함안,산인,경남,08,월요일,02,11:20:00,2021
2614,0.01,07,02,17:00:00,2021,입산자실화,산224,대명,남,대구,07,일요일,02,15:48:00,2021,
2615,0.01,06,02,17:20:00,2021,입산자실화,산198,대명,남,대구,06,토요일,02,16:35:00,2021,
2616,0.01,06,02,04:30:00,2021,건축물화재비화,산76,내석,양산,상북,경남,06,토요일,02,01:51:00,2021
2617,1.5,05,02,19:11:00,2021,기타,산74,장열,정선,북평,강원,05,금요일,02,14:19:00,2021
2618,0.01,04,02,13:22:00,2021,기타,665.0,수월,통영,도산,경남,04,목요일,02,13:02:00,2021
2619,0.05,03,02,17:00:00,2021,건축물화재비화,산116,영산,고성,영오,경남,03,수요일,02,15:30:00,2021
2620,0.01,31,01,15:40:00,2021,담뱃불실화,산44-41,토월,창원,성산,경남,31,일요일,01,14:44:00,2021
2621,1,30,01,14:00:00,2021,기타,산15,청기,영양,청기,경북,30,토요일,01,10:20:00,2021
2622,0.01,29,01,17:13:00,2021,기타,산59-1,괴정,사하,부산,29,금요일,01,16:55:00,2021,
2623,0.1,29,01,04:00:00,2021,담뱃불실화,산72-1,덕봉,합천,쌍책,경남,29,금요일,01,00:40:00,2021
2624,0.01,28,01,12:40:00,2021,기타,1-3,다대,사하,부산,28,목요일,01,12:17:00,2021,
2625,0.7,24,01,21:00:00,2021,기타,산137,하오안,홍천,홍천,강원,24,일요일,01,17:47:00,2021
2626,0.03,24,01,16:55:00,2021,쓰레기소각,산46-2,용두,고양,덕양,경기,24,일요일,01,15:52:00,2021
2627,0.15,20,01,16:30:00,2021,입산자실화,산22번지외1,공근,횡성,공근,강원,20,수요일,01,14:46:00,2021
2628,0.02,19,01,11:50:00,2021,기타,산1-2,현내,달성,하빈,대구,19,화요일,01,10:51:00,2021
2629,1.5,18,01,15:10:00,2021,입산자실화,산7,서동,경주,양남,경북,18,월요일,01,12:33:00,2021
2630,0.03,18,01,04:00:00,2021,입산자실화,산153-1,상계,노원,서울,17,일요일,01,23:52:00,2021,
2631,1,17,01,19:00:00,2021,기타,산159-1,부곡,동해,강원,17,일요일,01,15:38:00,2021,
2632,0.05,17,01,16:50:00,2021,입산자실화,산100-1,남하,경산,하양,경북,17,일요일,01,14:46:00,2021
2633,0.2,17,01,16:30:00,2021,기타,산64,위양,울주,서생,울산,17,일요일,01,12:38:00,2021
2634,0.4,16,01,22:30:00,2021,기타,산65,화산,영천,화산,경북,16,토요일,01,20:27:00,2021
2635,0.03,16,01,15:00:00,2021,입산자실화,산11-1,석수,안양,만안,경기,16,토요일,01,10:45:00,2021
2636,0.5,21,02,14:30:00,2021,기타,산25-1,비파,하동,하동,경남,21,일요일,02,10:45:00,2021
2637,0.3,16,01,03:50:00,2021,기타,산35-1,나호,군위,우보,경북,15,금요일,01,23:31:00,2021
2638,0.1,15,01,22:40:00,2021,기타,산10,삼가,영주,충기,경북,15,금요일,01,21:02:00,2021
2639,0.02,16,01,11:30:00,2021,입산자실화,산1,덕적,인제,인제,강원,15,금요일,01,15:39:00,2021
2640,0.03,15,01,15:35:00,2021,담뱃불실화,산37-4,자안,화성,비봉,경기,15,금요일,01,14:37:00,2021
2641,0.01,15,01,15:17:00,2021,쓰레기소각,산18-30,상삼,양산,상북,경남,15,금요일,01,13:45:00,2021
2642,4,16,01,09:30:00,2021,기타,산202,하,경주,경북,15,금요일,01,10:37:00,2021,
2643,0.2,14,01,20:55:00,2021,기타,산93-5,연정,영천,신녕,경북,14,목요일,01,17:30:00,2021
2644,0.03,14,01,16:05:00,2021,입산자실화,1652-141,법흥,파주,탄현,경기,14,목요일,01,14:29:00,2021
2645,0.3,12,01,17:00:00,2021,기타,산65,장산,사천,정동,경남,12,화요일,01,14:33:00,2021
2646,0.15,12,01,17:00:00,2021,입산자실화,산216-1,좌운,홍천,동,강원,12,화요일,01,11:44:00,2021
2647,0.05,11,01,21:40:00,2021,건축물화재비화,산65,노물,영덕,영덕,경북,11,월요일,01,19:35:00,2021
2648,0.2,11,01,17:30:00,2021,기타,산1-7,임곡,경주,경북,11,월요일,01,15:59:00,2021,
2649,0.01,10,01,05:47:00,2021,기타,산941-9,망미,수영,부산,10,일요일,01,04:24:00,2021,
2650,0.2,08,01,15:30:00,2021,입산자실화,산53-30,소성,성주,초전,경북,08,금요일,01,13:33:00,2021
2651,0.02,06,01,15:30:00,2021,담뱃불실화,207-5,약암,김포,대곶,경기,06,수요일,01,15:00:00,2021
2652,0.01,06,01,17:00:00,2021,입산자실화,302-1,용천,양평,옥천,경기,06,수요일,01,15:00:00,2021
2653,6.5,06,01,21:00:00,2021,기타,산20,오촌,영덕,창수,경북,06,수요일,01,06:14:00,2021
2654,0.15,06,01,03:30:00,2021,기타,"산61,산62",삼계,영덕,창수,경북,06,수요일,01,01:30:00,2021
2655,0.05,05,01,23:00:00,2021,입산자실화,산149,장암,의정부,경기,05,화요일,01,20:08:00,2021,
2656,0.4,05,01,15:45:00,2021,기타,산104-3,옹천,안동,북후,경북,05,화요일,01,11:55:00,2021
2657,3,04,01,15:00:00,2021,담뱃불실화,산1-10,남호,함양,휴천,경남,03,일요일,01,19:42:00,2021
2658,0.05,04,01,20:00:00,2021,입산자실화,산122,청현,산청,신안,경남,03,일요일,01,13:55:00,2021
2659,0.03,03,01,18:00:00,2021,기타,산8-2,삼성당,포천,신북,경기,03,일요일,01,11:38:00,2021
2660,0.2,03,01,14:00:00,2021,기타,산32,상아,안동,남후,경북,03,일요일,01,09:14:00,2021
2661,0.01,02,01,13:30:00,2021,입산자실화,산148-2,대자,고양,덕양,경기,02,토요일,01,12:59:00,2021
2662,0.03,02,01,13:34:00,2021,기타,산141,읍내,파주,군내,경기,02,토요일,01,12:45:00,2021
2663,0.07,01,01,19:10:00,2021,건축물화재비화,산53-30,삼성,광주,남종,경기,01,금요일,01,17:54:00,2021
2664,0.03,01,01,16:30:00,2021,입산자실화,산180-1,송천,남양주,수동,경기,01,금요일,01,12:34:00,2021
2665,0.01,31,12,16:00:00,2020,기타,산10-3,옥천,양평,옥천,경기,31,목요일,12,13:08:00,2020
2666,0.06,31,12,00:50:00,2020,담뱃불실화,산18-1,내방,남양주,수동,경기,30,수요일,12,22:29:00,2020
2667,0.03,28,12,17:15:00,2020,건축물화재비화,산117,대양,금산,남이,충남,28,월요일,12,15:37:00,2020
2668,0.03,27,12,06:30:00,2020,담뱃불실화,901-13,도곡,평택,포송,경기,27,일요일,12,04:50:00,2020
2669,0.05,26,12,18:10:00,2020,기타,산82,대신,화순,춘양,전남,26,토요일,12,15:17:00,2020
2670,0.3,25,12,18:20:00,2020,입산자실화,산131-1,영흥,영월,영월,강원,25,금요일,12,16:22:00,2020
2671,0.05,25,12,18:00:00,2020,기타,산7-1,관성,충남,25,금요일,12,14:00:00,2020,,
2672,0.01,24,12,22:25:00,2020,담뱃불실화,산67-1,차산,남양주,화도,경기,24,목요일,12,22:07:00,2020
2673,0.05,24,12,22:48:00,2020,담뱃불실화,산9-14,봉현,광주,곤지암,경기,24,목요일,12,21:47:00,2020
2674,3,25,12,09:50:00,2020,기타,산62-4,옥산,경주,안강,경북,24,목요일,12,17:29:00,2020
2675,0.05,24,12,17:20:00,2020,건축물화재비화,산129,자락,의성,비안,경북,24,목요일,12,15:59:00,2020
2676,0.01,24,12,16:30:00,2020,입산자실화,산164,장림,사하,부산,24,목요일,12,15:57:00,2020,
2677,0.06,24,12,15:37:00,2020,담뱃불실화,산111,양오,강화,송해,인천,24,목요일,12,14:50:00,2020
2678,0.06,23,12,19:20:00,2020,입산자실화,산101-1,비산,안양,동안,경기,23,수요일,12,17:14:00,2020
2679,0.08,20,12,14:00:00,2020,쓰레기소각,산11,나사,울주,서생,울산,20,일요일,12,11:57:00,2020
2680,0.01,19,12,21:00:00,2020,입산자실화,산101-1,어치,순창,동계,전북,19,토요일,12,18:08:00,2020
2681,0.15,19,12,15:40:00,2020,건축물화재비화,산29-1,성덕,양평,강하,경기,19,토요일,12,13:45:00,2020
2682,0.01,19,12,14:25:00,2020,농산부산물소각,산2-118,인창,구리,경기,19,토요일,12,13:15:00,2020,
2683,0.03,18,12,17:20:00,2020,입산자실화,산88,회원,창원 마산회원,경남,18,금요일,12,15:43:00,2020,
2684,0.01,18,12,18:00:00,2020,담뱃불실화,산66-10,감천,사하,부산,18,금요일,12,14:20:00,2020,
2685,0.04,17,12,22:00:00,2020,입산자실화,산35,소양,보령,청라,충남,17,목요일,12,20:30:00,2020
2686,0.5,18,12,02:20:00,2020,기타,산31-1,읍남,울진,울진,경북,17,목요일,12,19:41:00,2020
2687,0.1,16,12,18:10:00,2020,입산자실화,산73-3,용강,경주,경북,16,수요일,12,16:42:00,2020,
2688,0.1,16,12,16:31:00,2020,기타,산40-3,모아,경주,천북,경북,16,수요일,12,14:45:00,2020
2689,0.12,15,12,16:55:00,2020,기타,산46-2,문덕,포항,남구,경북,15,화요일,12,15:35:00,2020
2690,0.5,15,12,17:20:00,2020,쓰레기소각,산179-1,심정,울주,청량,울산,15,화요일,12,15:17:00,2020
2691,0.51,14,12,22:00:00,2020,건축물화재비화,산254,덕곡,창녕,도천,경남,14,월요일,12,15:40:00,2020
2692,0.02,13,12,16:10:00,2020,입산자실화,산34,율,울주,청량,울산,13,일요일,12,14:37:00,2020
2693,0.01,13,12,12:00:00,2020,입산자실화,산69-4,금성,금정,부산,13,일요일,12,04:15:00,2020,
2694,0.01,13,12,01:13:00,2020,쓰레기소각,615-1,창곡,화성,팔탄,경기,12,토요일,12,23:37:00,2020
2695,0.04,12,12,20:00:00,2020,건축물화재비화,산65,모곡,홍천,서,강원,12,토요일,12,18:25:00,2020
2696,0.05,12,12,19:00:00,2020,입산자실화,산35,황둔,원주,신림,강원,12,토요일,12,15:16:00,2020
2697,0.5,12,12,14:30:00,2020,담뱃불실화,산125-9,구학,원주,신림,강원,12,토요일,12,11:43:00,2020
2698,0.01,10,12,13:34:00,2020,담뱃불실화,산7,학의,의왕,경기,10,목요일,12,13:11:00,2020,
2699,0.01,09,12,21:30:00,2020,기타,381-14,도일,평택,경기,09,수요일,12,20:59:00,2020,
2700,0.1,09,12,16:50:00,2020,쓰레기소각,산147-13,삼평,울주,온산,울산,09,수요일,12,14:43:00,2020
2701,0.06,09,12,14:30:00,2020,기타,산42-25,중,해운대,부산,09,수요일,12,13:28:00,2020,
2702,0.01,09,12,12:56:00,2020,기타,산47-6,길성,화성,향남,경기,09,수요일,12,12:28:00,2020
2703,0.02,08,12,23:00:00,2020,기타,산99,속초,홍천,동,강원,08,화요일,12,20:37:00,2020
2704,0.02,09,12,00:40:00,2020,입산자실화,산51,상인,달서,대구,08,화요일,12,18:30:00,2020,
2705,0.01,06,12,14:00:00,2020,입산자실화,산83-3,부곡,남,울산,06,일요일,12,13:00:00,2020,
2706,0.03,06,12,13:54:00,2020,기타,산13,상계,경주,양남,경북,06,일요일,12,12:15:00,2020
2707,0.05,05,12,16:05:00,2020,기타,산130,복성,순천,혜룡,전남,05,토요일,12,12:46:00,2020
2708,0.03,04,12,15:30:00,2020,농산부산물소각,산24,별지,고령,다산,경북,04,금요일,12,13:09:00,2020
2709,2,04,12,10:00:00,2020,기타,산172-9,신평,고흥,금산,전남,03,목요일,12,23:16:00,2020
2710,0.1,01,12,00:30:00,2020,기타,산55,산대,횡성,우천,강원,01,화요일,12,21:59:00,2020
2711,0.1,26,11,17:40:00,2020,담뱃불실화,산40,상오,상주,화북,경북,26,목요일,11,15:02:00,2020
2712,0.06,26,11,13:40:00,2020,농산부산물소각,산15,삼계,창원 마산회원,경남,26,목요일,11,12:35:00,2020,
2713,0.01,17,11,12:00:00,2020,기타,249-19,세월,양평,강상,경기,17,화요일,11,11:03:00,2020
2714,0.01,16,11,19:54:00,2020,기타,252.0,정자,성남,분당,경기,16,월요일,11,19:08:00,2020
2715,0.03,16,11,14:10:00,2020,입산자실화,산64,묵어,구미,장천,경북,16,월요일,11,12:40:00,2020
2716,0.1,16,11,15:00:00,2020,입산자실화,산99-3,장전평,홍천,홍천,강원,16,월요일,11,12:33:00,2020
2717,0.75,15,11,23:43:00,2020,입산자실화,산9,천전,안동,임하,경북,15,일요일,11,19:19:00,2020
2718,0.2,15,11,21:00:00,2020,건축물화재비화,산90,금곡,청송,청송,경북,15,일요일,11,18:53:00,2020
2719,0.01,15,11,19:00:00,2020,입산자실화,산94-8,용교,고창,성내,전북,15,일요일,11,17:00:00,2020
2720,0.07,15,11,15:10:00,2020,건축물화재비화,241-1,유교,포천,군내,경기,15,일요일,11,14:09:00,2020
2721,0.3,15,11,00:43:00,2020,기타,산71,화서,영천,신녕,경북,14,토요일,11,21:36:00,2020
2722,0.06,14,11,22:03:00,2020,쓰레기소각,산59-1,송정,광주,경기,14,토요일,11,20:14:00,2020,
2723,0.06,14,11,16:13:00,2020,담뱃불실화,산51,부곡,파주,파주,경기,14,토요일,11,15:17:00,2020
2724,0.06,14,11,19:00:00,2020,입산자실화,산26,당산,거창,위천,경남,14,토요일,11,15:16:00,2020
2725,0.26,14,11,16:00:00,2020,담뱃불실화,산5,성동,김포,월곶,경기,14,토요일,11,13:22:00,2020
2726,0.38,14,11,15:45:00,2020,입산자실화,산202-1,산해,영양,입암,경북,14,토요일,11,12:29:00,2020
2727,0.14,13,11,15:00:00,2020,입산자실화,산134,광산,광산,광주,13,금요일,11,12:40:00,2020,
2728,0.3,13,11,11:00:00,2020,입산자실화,산31,교방,창원 마산합포,경남,13,금요일,11,05:30:00,2020,
2729,0.01,12,11,14:07:00,2020,기타,산211-3,화천,경주,건천,경북,12,목요일,11,11:30:00,2020
2730,0.01,10,11,16:20:00,2020,입산자실화,산376-1,반곡,정읍,칠보,전북,10,화요일,11,13:30:00,2020
2731,0.1,10,11,15:21:00,2020,농산부산물소각,산50-1,귀단,안동,예안,경북,10,화요일,11,13:23:00,2020
2732,3,10,11,17:24:00,2020,건축물화재비화,산25-5,삼회,가평,청평,경기,10,화요일,11,13:15:00,2020
2733,0.03,10,11,08:20:00,2020,기타,산111,달제,의성,다인,경북,10,화요일,11,06:29:00,2020
2734,0.02,09,11,21:30:00,2020,기타,산42-7,상안,북,울산,09,월요일,11,20:21:00,2020,
2735,0.01,09,11,19:00:00,2020,입산자실화,산14,춘화,밀양,부북,경남,09,월요일,11,16:37:00,2020
2736,1.5,09,11,17:30:00,2020,기타,산109,작곡,예천,보문,경북,09,월요일,11,13:20:00,2020
2737,0.18,09,11,14:05:00,2020,입산자실화,산48-3,현,가평,조종,경기,09,월요일,11,12:15:00,2020
2738,0.05,09,11,12:40:00,2020,쓰레기소각,산51-1,신현,제천,덕산,충북,09,월요일,11,12:04:00,2020
2739,0.06,09,11,11:12:00,2020,입산자실화,2303.0,난산,서귀포,성산,제주,09,월요일,11,09:34:00,2020
2740,0.05,09,11,01:00:00,2020,입산자실화,산85-2,운수,남양주,수동,경기,08,일요일,11,23:15:00,2020
2741,0.1,08,11,21:40:00,2020,건축물화재비화,산65-3,기지,포천,신북,경기,08,일요일,11,20:28:00,2020
2742,0.03,08,11,21:10:00,2020,건축물화재비화,산138-3,영송,포천,영중,경기,08,일요일,11,20:20:00,2020
2743,0.02,08,11,22:00:00,2020,담뱃불실화,산83(아미산),장림,사하,부산,08,일요일,11,18:30:00,2020,
2744,0.05,08,11,16:20:00,2020,입산자실화,산3,창포,창원 마산합포,경남,08,일요일,11,14:25:00,2020,
2745,1.4,08,11,17:13:00,2020,입산자실화,산40,호명,가평,청평,경기,08,일요일,11,14:20:00,2020
2746,0.5,08,11,17:15:00,2020,입산자실화,산22-11,안흥,동두천,경기,08,일요일,11,14:11:00,2020,
2747,0.03,08,11,16:23:00,2020,입산자실화,산13,국수,양평,양서,경기,08,일요일,11,14:04:00,2020
2748,0.01,08,11,16:49:00,2020,건축물화재비화,산8-3,노성,보은,수한,충북,08,일요일,11,13:50:00,2020
2749,0.7,08,11,15:50:00,2020,기타,산20-1,금곡,안동,길안,경북,08,일요일,11,12:54:00,2020
2750,0.11,08,11,04:40:00,2020,입산자실화,산251-1,신흥,동해,강원,08,일요일,11,02:27:00,2020,
2751,0.03,07,11,15:40:00,2020,입산자실화,산70,이의,수원,영종,경기,07,토요일,11,14:20:00,2020
2752,1.5,07,11,02:00:00,2020,입산자실화,산36-1,문암,영양,일월,경북,06,금요일,11,17:38:00,2020
2753,0.03,06,11,15:50:00,2020,입산자실화,196-13,천내,금산,제원,충남,06,금요일,11,11:43:00,2020
2754,0.03,05,11,12:32:00,2020,쓰레기소각,산69-5,복장,가평,가평,경기,05,목요일,11,11:17:00,2020
2755,0.01,04,11,14:30:00,2020,입산자실화,산116,이평,철원,동송,강원,04,수요일,11,12:45:00,2020
2756,0.06,03,11,16:30:00,2020,쓰레기소각,산5-5,신대,광주,곤지암,경기,03,화요일,11,14:19:00,2020
2757,0.05,31,10,18:00:00,2020,담뱃불실화,산13-2,가현,김포,통진,경기,31,토요일,10,16:02:00,2020
2758,0.06,31,10,17:25:00,2020,기타,산25,마산,파주,파평,경기,31,토요일,10,15:27:00,2020
2759,0.03,31,10,18:20:00,2020,입산자실화,산195-4,기은,서산,대산,충남,31,토요일,10,15:00:00,2020
2760,0.03,31,10,14:30:00,2020,입산자실화,산14-1,현애,안동,풍산,경북,31,토요일,10,11:57:00,2020
2761,0.01,31,10,02:51:00,2020,입산자실화,산224,대명,남,대구,31,토요일,10,00:20:00,2020,
2762,0.04,30,10,20:30:00,2020,입산자실화,산119-14,호원,의정부,경기,30,금요일,10,17:26:00,2020,
2763,0.1,30,10,15:46:00,2020,입산자실화,산84-1,상진부,평창,진부,강원,30,금요일,10,14:23:00,2020
2764,0.5,30,10,17:00:00,2020,입산자실화,산42-1,불광,은평,서울,30,금요일,10,11:48:00,2020,
2765,0.1,29,10,20:00:00,2020,입산자실화,산99-6,신정,양평,용문,경기,29,목요일,10,14:05:00,2020
2766,0.1,29,10,16:15:00,2020,농산부산물소각,산41,천포,정선,신동,강원,29,목요일,10,14:00:00,2020
2767,0.1,29,10,15:10:00,2020,입산자실화,산51,북군,경주,경북,29,목요일,10,13:40:00,2020,
2768,0.03,29,10,16:30:00,2020,담뱃불실화,산125-1,무송,화성,남양,경기,29,목요일,10,13:25:00,2020
2769,0.1,28,10,18:00:00,2020,쓰레기소각,산9-2,신대,광주,곤지암,경기,28,수요일,10,15:40:00,2020
2770,0.1,28,10,17:30:00,2020,기타,산66,오로,의성,의성,경북,28,수요일,10,15:21:00,2020
2771,0.6,25,10,07:00:00,2020,기타,68.0,고자,삼척,노곡,강원,24,토요일,10,22:22:00,2020
2772,0.5,24,10,10:33:00,2020,기타,산79-1,산운,영양,청기,경북,24,토요일,10,09:11:00,2020
2773,0.01,20,10,17:40:00,2020,입산자실화,산28,동산,밀양,무안,경남,20,화요일,10,16:55:00,2020
2774,0.4,19,10,15:00:00,2020,입산자실화,산1-1,속달,군포,경기,19,월요일,10,10:34:00,2020,
2775,0.06,18,10,17:20:00,2020,입산자실화,산13,요광,금산,추부,충남,18,일요일,10,13:45:00,2020
2776,0.01,18,10,16:30:00,2020,입산자실화,산10,군엄,홍천,화촌,강원,18,일요일,10,13:10:00,2020
2777,0.03,17,10,23:30:00,2020,입산자실화,산68-1,서대,금산,추부,충남,17,토요일,10,21:00:00,2020
2778,0.01,17,10,15:10:00,2020,입산자실화,산42-8,대성,가평,청평,경기,17,토요일,10,13:51:00,2020
2779,0.01,16,10,17:30:00,2020,입산자실화,산48,황,통영,광도,경남,16,금요일,10,15:40:00,2020
2780,0.01,16,10,14:00:00,2020,입산자실화,산46,어현,남원,전북,16,금요일,10,10:40:00,2020,
2781,0.01,15,10,22:00:00,2020,입산자실화,산37,상궈,남원,금지,전북,15,목요일,10,16:10:00,2020
2782,0.01,14,10,20:00:00,2020,담뱃불실화,산65-143,범일,동,부산,14,수요일,10,18:45:00,2020,
2783,0.01,13,10,17:00:00,2020,입산자실화,산10,군엄,홍천,화촌,강원,13,화요일,10,14:40:00,2020
2784,0.01,13,10,10:02:00,2020,입산자실화,산1-6,노곡,김천,농소,경북,13,화요일,10,07:22:00,2020
2785,0.01,11,10,10:30:00,2020,입산자실화,산10,군업,홍천,화촌,강원,11,일요일,10,07:44:00,2020
2786,0.06,10,10,17:00:00,2020,쓰레기소각,산147-13,탑,사천,축동,경남,10,토요일,10,14:44:00,2020
2787,0.05,09,10,00:00:00,2020,입산자실화,산34-2,풍암,홍천,서석,강원,09,금요일,10,17:03:00,2020
2788,0.16,09,10,15:30:00,2020,입산자실화,산100-21,선재,옹진,영흥,인천,09,금요일,10,12:00:00,2020
