,변환된_일시,평균기온(℃),평균풍속(m/s),평균습도(%rh),damagearea
4559,2021-12,-2.2,1.5,58.0,0.03
4560,2021-12,-2.2,1.5,58.0,0.1
4561,2021-12,-2.2,1.5,58.0,0.04
4562,2021-12,-2.2,1.5,58.0,0.06
4563,2021-12,-2.2,1.5,58.0,0.5
4564,2021-12,-2.2,1.5,58.0,0.01
4565,2021-12,-2.2,1.5,58.0,0.1
4566,2021-12,-2.2,1.5,58.0,0.06
4567,2021-12,-2.2,1.5,58.0,0.1
4568,2021-12,-2.2,1.5,58.0,0.01
4569,2021-12,-2.2,1.5,58.0,0.01
4570,2021-12,-2.2,1.5,58.0,0.01
4571,2021-12,-2.2,1.5,58.0,0.01
4572,2021-12,-2.2,1.5,58.0,1.0
4573,2021-12,-2.2,1.5,58.0,0.04
4574,2021-12,-2.2,1.5,58.0,0.5
4575,2021-12,-2.2,1.5,58.0,10.0
4576,2021-12,-2.2,1.5,58.0,0.01
4577,2021-12,-2.2,1.5,58.0,0.1
4578,2021-12,-2.2,1.5,58.0,0.2
4579,2021-12,-2.2,1.5,58.0,1.5
4580,2022-01,-4.8,1.1,55.0,0.01
4581,2022-01,-4.8,1.1,55.0,0.01
4582,2022-01,-4.8,1.1,55.0,0.01
4583,2022-01,-4.8,1.1,55.0,0.2
4584,2022-01,-4.8,1.1,55.0,0.15
4585,2022-01,-4.8,1.1,55.0,0.02
4586,2022-01,-4.8,1.1,55.0,0.01
4587,2022-01,-4.8,1.1,55.0,0.01
4588,2022-01,-4.8,1.1,55.0,0.4
4589,2022-01,-4.8,1.1,55.0,0.01
4590,2022-01,-4.8,1.1,55.0,0.07
4591,2022-01,-4.8,1.1,55.0,0.8
4592,2022-01,-4.8,1.1,55.0,4.4
4593,2022-01,-4.8,1.1,55.0,0.7
4594,2022-01,-4.8,1.1,55.0,0.5
4595,2022-01,-4.8,1.1,55.0,0.1
4596,2022-01,-4.8,1.1,55.0,0.1
4597,2022-01,-4.8,1.1,55.0,0.3
4598,2022-01,-4.8,1.1,55.0,0.05
4599,2022-01,-4.8,1.1,55.0,0.03
4600,2022-01,-4.8,1.1,55.0,0.01
4601,2022-01,-4.8,1.1,55.0,0.5
4602,2022-01,-4.8,1.1,55.0,0.04
4603,2022-01,-4.8,1.1,55.0,0.06
4604,2022-01,-4.8,1.1,55.0,0.1
4605,2022-01,-4.8,1.1,55.0,0.1
4606,2022-01,-4.8,1.1,55.0,0.1
4607,2022-01,-4.8,1.1,55.0,0.1
4608,2022-01,-4.8,1.1,55.0,0.1
4609,2022-01,-4.8,1.1,55.0,0.16
4610,2022-01,-4.8,1.1,55.0,0.01
4611,2022-01,-4.8,1.1,55.0,0.01
4612,2022-01,-4.8,1.1,55.0,0.15
4613,2022-01,-4.8,1.1,55.0,0.5
4614,2022-01,-4.8,1.1,55.0,0.01
4615,2022-01,-4.8,1.1,55.0,0.03
4616,2022-01,-4.8,1.1,55.0,1.1
4617,2022-01,-4.8,1.1,55.0,0.26
4618,2022-01,-4.8,1.1,55.0,5.0
4619,2022-01,-4.8,1.1,55.0,3.0
4620,2022-01,-4.8,1.1,55.0,0.19
4621,2022-01,-4.8,1.1,55.0,0.2
4622,2022-01,-4.8,1.1,55.0,1.2
4623,2022-01,-4.8,1.1,55.0,0.02
4624,2022-01,-4.8,1.1,55.0,0.02
4625,2022-01,-4.8,1.1,55.0,0.01
4626,2022-01,-4.8,1.1,55.0,0.01
4627,2022-01,-4.8,1.1,55.0,0.1
4628,2022-01,-4.8,1.1,55.0,0.01
4629,2022-01,-4.8,1.1,55.0,0.2
4630,2022-01,-4.8,1.1,55.0,0.01
4631,2022-01,-4.8,1.1,55.0,0.05
4632,2022-01,-4.8,1.1,55.0,0.05
4633,2022-01,-4.8,1.1,55.0,0.15
4634,2022-01,-4.8,1.1,55.0,5.5
4635,2022-01,-4.8,1.1,55.0,0.02
4636,2022-01,-4.8,1.1,55.0,0.3
4637,2022-01,-4.8,1.1,55.0,0.01
4638,2022-01,-4.8,1.1,55.0,0.5
4639,2022-01,-4.8,1.1,55.0,0.01
4640,2022-01,-4.8,1.1,55.0,0.01
4641,2022-01,-4.8,1.1,55.0,0.01
4642,2022-01,-4.8,1.1,55.0,0.2
4643,2022-01,-4.8,1.1,55.0,0.3
4644,2022-01,-4.8,1.1,55.0,0.2
4645,2022-01,-4.8,1.1,55.0,0.02
4646,2022-01,-4.8,1.1,55.0,0.3
4647,2022-01,-4.8,1.1,55.0,0.3
4648,2022-01,-4.8,1.1,55.0,0.03
4649,2022-01,-4.8,1.1,55.0,0.1
4650,2022-01,-4.8,1.1,55.0,0.1
4651,2022-01,-4.8,1.1,55.0,0.3
4652,2022-01,-4.8,1.1,55.0,0.1
4653,2022-01,-4.8,1.1,55.0,0.1
4654,2022-01,-4.8,1.1,55.0,0.02
4655,2022-01,-4.8,1.1,55.0,0.01
4656,2022-01,-4.8,1.1,55.0,0.01
4657,2022-01,-4.8,1.1,55.0,0.01
4658,2022-01,-4.8,1.1,55.0,0.2
4659,2022-01,-4.8,1.1,55.0,0.05
4660,2022-01,-4.8,1.1,55.0,0.08
4661,2022-01,-4.8,1.1,55.0,0.8
4662,2022-01,-4.8,1.1,55.0,0.1
4663,2022-01,-4.8,1.1,55.0,0.2
4664,2022-01,-4.8,1.1,55.0,0.3
4665,2022-01,-4.8,1.1,55.0,0.9
4666,2022-01,-4.8,1.1,55.0,0.03
4667,2022-01,-4.8,1.1,55.0,0.15
4668,2022-01,-4.8,1.1,55.0,4.4
4669,2022-01,-4.8,1.1,55.0,0.7
4670,2022-01,-4.8,1.1,55.0,0.4
4671,2022-01,-4.8,1.1,55.0,0.5
4672,2022-01,-4.8,1.1,55.0,0.1
4673,2022-01,-4.8,1.1,55.0,0.07
4674,2022-01,-4.8,1.1,55.0,0.8
4675,2022-01,-4.8,1.1,55.0,0.1
4676,2022-01,-4.8,1.1,55.0,0.1
4677,2022-01,-4.8,1.1,55.0,3.0
4678,2022-01,-4.8,1.1,55.0,0.1
4679,2022-01,-4.8,1.1,55.0,0.1
4680,2022-01,-4.8,1.1,55.0,0.06
4681,2022-01,-4.8,1.1,55.0,0.04
4682,2022-01,-4.8,1.1,55.0,0.5
4683,2022-01,-4.8,1.1,55.0,0.01
4684,2022-01,-4.8,1.1,55.0,0.1
4685,2022-01,-4.8,1.1,55.0,0.03
4686,2022-01,-4.8,1.1,55.0,0.15
4687,2022-01,-4.8,1.1,55.0,0.1
4688,2022-01,-4.8,1.1,55.0,0.02
4689,2022-01,-4.8,1.1,55.0,0.2
4690,2022-01,-4.8,1.1,55.0,0.05
4691,2022-01,-4.8,1.1,55.0,0.01
4692,2022-01,-4.8,1.1,55.0,0.01
4693,2022-01,-4.8,1.1,55.0,0.1
4694,2022-01,-4.8,1.1,55.0,0.1
4695,2022-01,-4.8,1.1,55.0,0.16
4696,2022-01,-4.8,1.1,55.0,0.2
4697,2022-01,-4.8,1.1,55.0,0.3
4698,2022-01,-4.8,1.1,55.0,0.2
4699,2022-01,-4.8,1.1,55.0,0.1
4700,2022-01,-4.8,1.1,55.0,0.8
4701,2022-01,-4.8,1.1,55.0,0.05
4702,2022-01,-4.8,1.1,55.0,0.2
4703,2022-01,-4.8,1.1,55.0,0.5
4704,2022-01,-4.8,1.1,55.0,0.9
4705,2022-01,-4.8,1.1,55.0,0.01
4706,2022-01,-4.8,1.1,55.0,0.01
4707,2022-01,-4.8,1.1,55.0,0.01
4708,2022-01,-4.8,1.1,55.0,0.08
4709,2022-01,-4.8,1.1,55.0,0.01
4710,2022-01,-4.8,1.1,55.0,0.01
4711,2022-01,-4.8,1.1,55.0,0.03
4712,2022-01,-4.8,1.1,55.0,0.2
4713,2022-01,-4.8,1.1,55.0,0.5
4714,2022-01,-4.8,1.1,55.0,0.01
4715,2022-01,-4.8,1.1,55.0,0.3
4716,2022-01,-4.8,1.1,55.0,0.01
4717,2022-01,-4.8,1.1,55.0,0.02
4718,2022-01,-4.8,1.1,55.0,0.02
4719,2022-01,-4.8,1.1,55.0,1.2
4720,2022-01,-4.8,1.1,55.0,0.19
4721,2022-01,-4.8,1.1,55.0,0.05
4722,2022-01,-4.8,1.1,55.0,0.15
4723,2022-01,-4.8,1.1,55.0,0.1
4724,2022-01,-4.8,1.1,55.0,0.02
4725,2022-01,-4.8,1.1,55.0,5.5
4726,2022-01,-4.8,1.1,55.0,0.26
4727,2022-01,-4.8,1.1,55.0,5.0
4728,2022-01,-4.8,1.1,55.0,1.1
4729,2022-01,-4.8,1.1,55.0,0.05
4730,2022-02,-4.9,1.4,49.0,0.5
4731,2022-02,-4.9,1.4,49.0,4.8
4732,2022-02,-4.9,1.4,49.0,1.4
4733,2022-02,-4.9,1.4,49.0,0.09
4734,2022-02,-4.9,1.4,49.0,29.0
4735,2022-02,-4.9,1.4,49.0,0.06
4736,2022-02,-4.9,1.4,49.0,0.5
4737,2022-02,-4.9,1.4,49.0,2.0
4738,2022-02,-4.9,1.4,49.0,1.5
4739,2022-02,-4.9,1.4,49.0,0.2
4740,2022-02,-4.9,1.4,49.0,0.1
4741,2022-02,-4.9,1.4,49.0,0.06
4742,2022-02,-4.9,1.4,49.0,0.02
4743,2022-02,-4.9,1.4,49.0,2.0
4744,2022-02,-4.9,1.4,49.0,0.5
4745,2022-02,-4.9,1.4,49.0,0.2
4746,2022-02,-4.9,1.4,49.0,24.0
4747,2022-02,-4.9,1.4,49.0,5.0
4748,2022-02,-4.9,1.4,49.0,0.09
4749,2022-02,-4.9,1.4,49.0,5.0
4750,2022-02,-4.9,1.4,49.0,0.3
4751,2022-02,-4.9,1.4,49.0,0.6
4752,2022-02,-4.9,1.4,49.0,0.2
4753,2022-02,-4.9,1.4,49.0,0.2
4754,2022-02,-4.9,1.4,49.0,0.01
4755,2022-02,-4.9,1.4,49.0,0.07
4756,2022-02,-4.9,1.4,49.0,0.03
4757,2022-02,-4.9,1.4,49.0,0.3
4758,2022-02,-4.9,1.4,49.0,0.03
4759,2022-02,-4.9,1.4,49.0,0.1
4760,2022-02,-4.9,1.4,49.0,0.1
4761,2022-02,-4.9,1.4,49.0,0.01
4762,2022-02,-4.9,1.4,49.0,0.05
4763,2022-02,-4.9,1.4,49.0,0.2
4764,2022-02,-4.9,1.4,49.0,0.06
4765,2022-02,-4.9,1.4,49.0,0.3
4766,2022-02,-4.9,1.4,49.0,0.15
4767,2022-02,-4.9,1.4,49.0,0.5
4768,2022-02,-4.9,1.4,49.0,0.2
4769,2022-02,-4.9,1.4,49.0,0.3
4770,2022-02,-4.9,1.4,49.0,0.1
4771,2022-02,-4.9,1.4,49.0,0.15
4772,2022-02,-4.9,1.4,49.0,0.14
4773,2022-02,-4.9,1.4,49.0,0.2
4774,2022-02,-4.9,1.4,49.0,0.3
4775,2022-02,-4.9,1.4,49.0,0.04
4776,2022-02,-4.9,1.4,49.0,3.0
4777,2022-02,-4.9,1.4,49.0,0.1
4778,2022-02,-4.9,1.4,49.0,0.06
4779,2022-02,-4.9,1.4,49.0,0.03
4780,2022-02,-4.9,1.4,49.0,27.0
4781,2022-02,-4.9,1.4,49.0,15.0
4782,2022-02,-4.9,1.4,49.0,0.03
4783,2022-02,-4.9,1.4,49.0,0.1
4784,2022-02,-4.9,1.4,49.0,0.03
4785,2022-02,-4.9,1.4,49.0,0.01
4786,2022-02,-4.9,1.4,49.0,0.3
4787,2022-02,-4.9,1.4,49.0,4.0
4788,2022-02,-4.9,1.4,49.0,0.3
4789,2022-02,-4.9,1.4,49.0,0.02
4790,2022-02,-4.9,1.4,49.0,0.1
4791,2022-02,-4.9,1.4,49.0,0.04
4792,2022-02,-4.9,1.4,49.0,3.0
4793,2022-02,-4.9,1.4,49.0,0.3
4794,2022-02,-4.9,1.4,49.0,0.2
4795,2022-02,-4.9,1.4,49.0,0.14
4796,2022-02,-4.9,1.4,49.0,0.15
4797,2022-02,-4.9,1.4,49.0,0.5
4798,2022-02,-4.9,1.4,49.0,0.05
4799,2022-02,-4.9,1.4,49.0,0.5
4800,2022-02,-4.9,1.4,49.0,0.12
4801,2022-02,-4.9,1.4,49.0,0.1
4802,2022-02,-4.9,1.4,49.0,27.0
4803,2022-02,-4.9,1.4,49.0,0.06
4804,2022-02,-4.9,1.4,49.0,1.6
4805,2022-02,-4.9,1.4,49.0,0.14
4806,2022-02,-4.9,1.4,49.0,0.2
4807,2022-02,-4.9,1.4,49.0,0.01
4808,2022-02,-4.9,1.4,49.0,0.15
4809,2022-02,-4.9,1.4,49.0,0.6
4810,2022-02,-4.9,1.4,49.0,0.1
4811,2022-02,-4.9,1.4,49.0,0.5
4812,2022-02,-4.9,1.4,49.0,0.05
4813,2022-02,-4.9,1.4,49.0,0.05
4814,2022-02,-4.9,1.4,49.0,0.5
4815,2022-02,-4.9,1.4,49.0,0.01
4816,2022-02,-4.9,1.4,49.0,0.5
4817,2022-02,-4.9,1.4,49.0,0.1
4818,2022-02,-4.9,1.4,49.0,0.06
4819,2022-02,-4.9,1.4,49.0,0.03
4820,2022-02,-4.9,1.4,49.0,0.2
4821,2022-02,-4.9,1.4,49.0,0.14
4822,2022-02,-4.9,1.4,49.0,1.5
4823,2022-02,-4.9,1.4,49.0,0.2
4824,2022-02,-4.9,1.4,49.0,0.05
4825,2022-02,-4.9,1.4,49.0,0.2
4826,2022-02,-4.9,1.4,49.0,0.04
4827,2022-02,-4.9,1.4,49.0,0.09
4828,2022-02,-4.9,1.4,49.0,0.03
4829,2022-02,-4.9,1.4,49.0,813.89
4830,2022-02,-4.9,1.4,49.0,0.1
4831,2022-02,-4.9,1.4,49.0,0.01
4832,2022-02,-4.9,1.4,49.0,15.0
4833,2022-02,-4.9,1.4,49.0,0.4
4834,2022-02,-4.9,1.4,49.0,1.5
4835,2022-02,-4.9,1.4,49.0,0.1
4836,2022-02,-4.9,1.4,49.0,0.03
4837,2022-02,-4.9,1.4,49.0,0.9
4838,2022-02,-4.9,1.4,49.0,0.1
4839,2022-02,-4.9,1.4,49.0,1.0
4840,2022-02,-4.9,1.4,49.0,0.1
4841,2022-02,-4.9,1.4,49.0,0.5
4842,2022-02,-4.9,1.4,49.0,0.1
4843,2022-02,-4.9,1.4,49.0,0.1
4844,2022-02,-4.9,1.4,49.0,0.03
4845,2022-02,-4.9,1.4,49.0,0.1
4846,2022-02,-4.9,1.4,49.0,0.1
4847,2022-02,-4.9,1.4,49.0,0.5
4848,2022-02,-4.9,1.4,49.0,0.5
4849,2022-02,-4.9,1.4,49.0,4.0
4850,2022-02,-4.9,1.4,49.0,0.02
4851,2022-02,-4.9,1.4,49.0,0.1
4852,2022-02,-4.9,1.4,49.0,3.0
4853,2022-02,-4.9,1.4,49.0,2.0
4854,2022-02,-4.9,1.4,49.0,0.5
4855,2022-02,-4.9,1.4,49.0,29.0
4856,2022-02,-4.9,1.4,49.0,1.5
4857,2022-02,-4.9,1.4,49.0,4.8
4858,2022-02,-4.9,1.4,49.0,5.0
4859,2022-02,-4.9,1.4,49.0,0.5
4860,2022-02,-4.9,1.4,49.0,1.4
4861,2022-02,-4.9,1.4,49.0,0.6
4862,2022-02,-4.9,1.4,49.0,0.09
4863,2022-02,-4.9,1.4,49.0,0.09
4864,2022-02,-4.9,1.4,49.0,0.3
4865,2022-02,-4.9,1.4,49.0,0.04
4866,2022-02,-4.9,1.4,49.0,0.01
4867,2022-02,-4.9,1.4,49.0,0.02
4868,2022-02,-4.9,1.4,49.0,0.03
4869,2022-02,-4.9,1.4,49.0,0.03
4870,2022-02,-4.9,1.4,49.0,0.5
4871,2022-02,-4.9,1.4,49.0,0.3
4872,2022-02,-4.9,1.4,49.0,0.5
4873,2022-02,-4.9,1.4,49.0,2.0
4874,2022-02,-4.9,1.4,49.0,0.5
4875,2022-02,-4.9,1.4,49.0,0.2
4876,2022-02,-4.9,1.4,49.0,24.0
4877,2022-02,-4.9,1.4,49.0,0.3
4878,2022-02,-4.9,1.4,49.0,813.89
4879,2022-02,-4.9,1.4,49.0,0.2
4880,2022-02,-4.9,1.4,49.0,0.2
4881,2022-02,-4.9,1.4,49.0,0.2
4882,2022-02,-4.9,1.4,49.0,0.07
4883,2022-02,-4.9,1.4,49.0,0.03
4884,2022-02,-4.9,1.4,49.0,0.06
4885,2022-02,-4.9,1.4,49.0,0.04
4886,2022-02,-4.9,1.4,49.0,0.01
4887,2022-02,-4.9,1.4,49.0,0.03
4888,2022-02,-4.9,1.4,49.0,0.1
4889,2022-02,-4.9,1.4,49.0,0.1
4890,2022-02,-4.9,1.4,49.0,1.5
4891,2022-02,-4.9,1.4,49.0,0.2
4892,2022-02,-4.9,1.4,49.0,0.2
4893,2022-02,-4.9,1.4,49.0,0.3
4894,2022-02,-4.9,1.4,49.0,0.05
4895,2022-02,-4.9,1.4,49.0,0.1
4896,2022-02,-4.9,1.4,49.0,0.02
4897,2022-02,-4.9,1.4,49.0,0.2
4898,2022-02,-4.9,1.4,49.0,4.0
4899,2022-02,-4.9,1.4,49.0,0.3
4900,2022-02,-4.9,1.4,49.0,5.0
4901,2022-02,-4.9,1.4,49.0,0.09
4902,2022-02,-4.9,1.4,49.0,400.0
4903,2022-02,-4.9,1.4,49.0,0.2
4904,2022-02,-4.9,1.4,49.0,3.0
4905,2022-02,-4.9,1.4,49.0,0.06
4906,2022-02,-4.9,1.4,49.0,0.5
4907,2022-02,-4.9,1.4,49.0,0.06
4908,2022-02,-4.9,1.4,49.0,0.04
4909,2022-02,-4.9,1.4,49.0,1.6
4910,2022-02,-4.9,1.4,49.0,0.04
4911,2022-02,-4.9,1.4,49.0,0.1
4912,2022-02,-4.9,1.4,49.0,0.01
4913,2022-02,-4.9,1.4,49.0,0.05
4914,2022-02,-4.9,1.4,49.0,0.05
4915,2022-02,-4.9,1.4,49.0,0.5
4916,2022-02,-4.9,1.4,49.0,0.1
4917,2022-02,-4.9,1.4,49.0,0.6
4918,2022-02,-4.9,1.4,49.0,0.15
4919,2022-02,-4.9,1.4,49.0,1.3
4920,2022-02,-4.9,1.4,49.0,0.12
4921,2022-02,-4.9,1.4,49.0,0.5
4922,2022-02,-4.9,1.4,49.0,0.05
4923,2022-02,-4.9,1.4,49.0,0.1
4924,2022-02,-4.9,1.4,49.0,0.5
4925,2022-02,-4.9,1.4,49.0,0.3
4926,2022-02,-4.9,1.4,49.0,0.5
4927,2022-02,-4.9,1.4,49.0,0.03
4928,2022-02,-4.9,1.4,49.0,0.03
4929,2022-02,-4.9,1.4,49.0,0.02
4930,2022-02,-4.9,1.4,49.0,0.01
4931,2022-02,-4.9,1.4,49.0,0.5
4932,2022-02,-4.9,1.4,49.0,0.04
4933,2022-02,-4.9,1.4,49.0,0.2
4934,2022-02,-4.9,1.4,49.0,0.4
4935,2022-02,-4.9,1.4,49.0,0.1
4936,2022-02,-4.9,1.4,49.0,0.1
4937,2022-02,-4.9,1.4,49.0,0.5
4938,2022-02,-4.9,1.4,49.0,0.5
4939,2022-02,-4.9,1.4,49.0,0.1
4940,2022-02,-4.9,1.4,49.0,0.1
4941,2022-02,-4.9,1.4,49.0,0.15
4942,2022-02,-4.9,1.4,49.0,0.03
4943,2022-02,-4.9,1.4,49.0,0.1
4944,2022-02,-4.9,1.4,49.0,0.9
4945,2022-02,-4.9,1.4,49.0,0.03
4946,2022-02,-4.9,1.4,49.0,0.1
4947,2022-02,-4.9,1.4,49.0,1.5
4948,2022-02,-4.9,1.4,49.0,0.2
4949,2022-02,-4.9,1.4,49.0,1.0
4950,2022-02,-4.9,1.4,49.0,0.05
4951,2022-02,-4.9,1.4,49.0,0.01
4952,2022-02,-4.9,1.4,49.0,0.3
4953,2022-02,-4.9,1.4,49.0,0.1
4954,2022-02,-4.9,1.4,49.0,0.1
4955,2022-02,-4.9,1.4,49.0,0.1
4956,2022-02,-4.9,1.4,49.0,0.3
4957,2022-03,3.9,1.5,61.0,1.0
4958,2022-03,3.9,1.5,61.0,1.0
4959,2022-03,3.9,1.5,61.0,0.16
4960,2022-03,3.9,1.5,61.0,0.2
4961,2022-03,3.9,1.5,61.0,0.66
4962,2022-03,3.9,1.5,61.0,0.1
4963,2022-03,3.9,1.5,61.0,0.04
4964,2022-03,3.9,1.5,61.0,0.3
4965,2022-03,3.9,1.5,61.0,0.01
4966,2022-03,3.9,1.5,61.0,3.8
4967,2022-03,3.9,1.5,61.0,0.05
4968,2022-03,3.9,1.5,61.0,3.0
4969,2022-03,3.9,1.5,61.0,6.0
4970,2022-03,3.9,1.5,61.0,0.02
4971,2022-03,3.9,1.5,61.0,0.1
4972,2022-03,3.9,1.5,61.0,0.06
4973,2022-03,3.9,1.5,61.0,1.3
4974,2022-03,3.9,1.5,61.0,0.2
4975,2022-03,3.9,1.5,61.0,0.01
4976,2022-03,3.9,1.5,61.0,0.5
4977,2022-03,3.9,1.5,61.0,0.02
4978,2022-03,3.9,1.5,61.0,5.0
4979,2022-03,3.9,1.5,61.0,0.3
4980,2022-03,3.9,1.5,61.0,0.01
4981,2022-03,3.9,1.5,61.0,8.0
4982,2022-03,3.9,1.5,61.0,0.5
4983,2022-03,3.9,1.5,61.0,0.1
4984,2022-03,3.9,1.5,61.0,0.3
4985,2022-03,3.9,1.5,61.0,0.01
4986,2022-03,3.9,1.5,61.0,13.0
4987,2022-03,3.9,1.5,61.0,0.01
4988,2022-03,3.9,1.5,61.0,0.2
4989,2022-03,3.9,1.5,61.0,1.1
4990,2022-03,3.9,1.5,61.0,1.0
4991,2022-03,3.9,1.5,61.0,5.0
4992,2022-03,3.9,1.5,61.0,0.1
4993,2022-03,3.9,1.5,61.0,0.2
4994,2022-03,3.9,1.5,61.0,0.1
4995,2022-03,3.9,1.5,61.0,20.0
4996,2022-03,3.9,1.5,61.0,0.04
4997,2022-03,3.9,1.5,61.0,16301.98
4998,2022-03,3.9,1.5,61.0,0.3
4999,2022-03,3.9,1.5,61.0,0.3
5000,2022-03,3.9,1.5,61.0,0.04
5001,2022-03,3.9,1.5,61.0,0.2
5002,2022-03,3.9,1.5,61.0,0.02
5003,2022-03,3.9,1.5,61.0,6.0
5004,2022-03,3.9,1.5,61.0,3.0
5005,2022-03,3.9,1.5,61.0,0.05
5006,2022-03,3.9,1.5,61.0,3.8
5007,2022-03,3.9,1.5,61.0,0.01
5008,2022-03,3.9,1.5,61.0,0.3
5009,2022-03,3.9,1.5,61.0,0.04
5010,2022-03,3.9,1.5,61.0,0.1
5011,2022-03,3.9,1.5,61.0,0.66
5012,2022-03,3.9,1.5,61.0,0.2
5013,2022-03,3.9,1.5,61.0,0.1
5014,2022-03,3.9,1.5,61.0,0.16
5015,2022-03,3.9,1.5,61.0,0.41
5016,2022-03,3.9,1.5,61.0,0.09
5017,2022-03,3.9,1.5,61.0,28.0
5018,2022-03,3.9,1.5,61.0,0.33
5019,2022-03,3.9,1.5,61.0,0.1
5020,2022-03,3.9,1.5,61.0,0.33
5021,2022-03,3.9,1.5,61.0,0.3
5022,2022-03,3.9,1.5,61.0,184.01
5023,2022-03,3.9,1.5,61.0,4190.38
5024,2022-03,3.9,1.5,61.0,0.1
5025,2022-03,3.9,1.5,61.0,0.06
5026,2022-03,3.9,1.5,61.0,0.02
5027,2022-03,3.9,1.5,61.0,0.3
5028,2022-03,3.9,1.5,61.0,0.04
5029,2022-03,3.9,1.5,61.0,0.1
5030,2022-03,3.9,1.5,61.0,0.05
5031,2022-03,3.9,1.5,61.0,0.01
5032,2022-03,3.9,1.5,61.0,0.01
5033,2022-03,3.9,1.5,61.0,0.05
5034,2022-03,3.9,1.5,61.0,0.1
5035,2022-03,3.9,1.5,61.0,0.04
5036,2022-03,3.9,1.5,61.0,0.02
5037,2022-03,3.9,1.5,61.0,0.3
5038,2022-03,3.9,1.5,61.0,0.3
5039,2022-03,3.9,1.5,61.0,0.1
5040,2022-03,3.9,1.5,61.0,0.01
5041,2022-03,3.9,1.5,61.0,0.09
5042,2022-03,3.9,1.5,61.0,3.0
5043,2022-03,3.9,1.5,61.0,20.0
5044,2022-03,3.9,1.5,61.0,4190.38
5045,2022-03,3.9,1.5,61.0,0.5
5046,2022-03,3.9,1.5,61.0,8.0
5047,2022-03,3.9,1.5,61.0,0.3
5048,2022-03,3.9,1.5,61.0,0.1
5049,2022-03,3.9,1.5,61.0,0.8
5050,2022-03,3.9,1.5,61.0,0.02
5051,2022-03,3.9,1.5,61.0,5.0
5052,2022-03,3.9,1.5,61.0,1.5
5053,2022-03,3.9,1.5,61.0,0.01
5054,2022-03,3.9,1.5,61.0,0.01
5055,2022-03,3.9,1.5,61.0,0.5
5056,2022-03,3.9,1.5,61.0,13.0
5057,2022-03,3.9,1.5,61.0,0.1
5058,2022-03,3.9,1.5,61.0,0.01
5059,2022-03,3.9,1.5,61.0,0.01
5060,2022-03,3.9,1.5,61.0,0.03
5061,2022-03,3.9,1.5,61.0,0.2
5062,2022-03,3.9,1.5,61.0,1.1
5063,2022-03,3.9,1.5,61.0,1.0
5064,2022-03,3.9,1.5,61.0,5.0
5065,2022-03,3.9,1.5,61.0,28.0
5066,2022-03,3.9,1.5,61.0,0.4
5067,2022-03,3.9,1.5,61.0,0.01
5068,2022-03,3.9,1.5,61.0,184.01
5069,2022-03,3.9,1.5,61.0,0.8
5070,2022-03,3.9,1.5,61.0,0.1
5071,2022-03,3.9,1.5,61.0,3.0
5072,2022-03,3.9,1.5,61.0,0.09
5073,2022-03,3.9,1.5,61.0,0.01
5074,2022-03,3.9,1.5,61.0,1.0
5075,2022-03,3.9,1.5,61.0,0.01
5076,2022-03,3.9,1.5,61.0,0.2
5077,2022-03,3.9,1.5,61.0,0.2
5078,2022-03,3.9,1.5,61.0,0.1
5079,2022-03,3.9,1.5,61.0,0.01
5080,2022-03,3.9,1.5,61.0,0.4
5081,2022-03,3.9,1.5,61.0,0.05
5082,2022-03,3.9,1.5,61.0,0.5
5083,2022-03,3.9,1.5,61.0,0.5
5084,2022-03,3.9,1.5,61.0,0.05
5085,2022-03,3.9,1.5,61.0,0.4
5086,2022-03,3.9,1.5,61.0,0.01
5087,2022-03,3.9,1.5,61.0,0.01
5088,2022-03,3.9,1.5,61.0,0.1
5089,2022-03,3.9,1.5,61.0,0.2
5090,2022-03,3.9,1.5,61.0,0.2
5091,2022-03,3.9,1.5,61.0,0.01
5092,2022-03,3.9,1.5,61.0,1.0
5093,2022-03,3.9,1.5,61.0,16301.98
5094,2022-03,3.9,1.5,61.0,0.1
5095,2022-03,3.9,1.5,61.0,1.3
5096,2022-03,3.9,1.5,61.0,0.06
5097,2022-03,3.9,1.5,61.0,0.2
5098,2022-03,3.9,1.5,61.0,0.3
5099,2022-03,3.9,1.5,61.0,0.09
5100,2022-03,3.9,1.5,61.0,0.06
5101,2022-03,3.9,1.5,61.0,0.41
5102,2022-03,3.9,1.5,61.0,0.03
5103,2022-03,3.9,1.5,61.0,0.4
5104,2022-04,10.7,1.6,54.0,9.7
5105,2022-04,10.7,1.6,54.0,0.01
5106,2022-04,10.7,1.6,54.0,0.1
5107,2022-04,10.7,1.6,54.0,0.5
5108,2022-04,10.7,1.6,54.0,0.5
5109,2022-04,10.7,1.6,54.0,0.03
5110,2022-04,10.7,1.6,54.0,0.33
5111,2022-04,10.7,1.6,54.0,0.05
5112,2022-04,10.7,1.6,54.0,0.2
5113,2022-04,10.7,1.6,54.0,0.5
5114,2022-04,10.7,1.6,54.0,1.5
5115,2022-04,10.7,1.6,54.0,2.0
5116,2022-04,10.7,1.6,54.0,0.06
5117,2022-04,10.7,1.6,54.0,1.0
5118,2022-04,10.7,1.6,54.0,0.01
5119,2022-04,10.7,1.6,54.0,0.21
5120,2022-04,10.7,1.6,54.0,0.5
5121,2022-04,10.7,1.6,54.0,0.3
5122,2022-04,10.7,1.6,54.0,0.3
